author,description,pubdate,sentiment
@ardisamsa9744,"Ini emang inovasi yg bagus bgt.. Tapi buat yg berduit ya, Buat yg duitnya pas pasan mah mending indihome.. Toh orang desa kek saya ini g ngonten, paling cm buat watsappan doang dan main game pun cm buat hiburan.. Kadang orang desa kek saya itu bisa nggk main internet selama seminggu.. Jadinya kan sayang 700rb tp kepakenya kek sia sia.. Jd satarlink ini g enak buat orang pas pasan kek sy",5/23/2024 21:08,negative
@Avin_official7,Ini tiap bulannya bayar gak ya?,5/23/2024 21:06,neutral
@SeyzuKii,700,5/23/2024 23:00,neutral
@Tuamah-zt6ut,Berapa perangkat yang bisa konek di hotspotnya bang?,5/23/2024 21:06,neutral
@dhaffasan7390,"Kerandoman saya... "" Wah pantas pas dajjal turun susah buat kabur, bahkan Rasulullah bilang kalo perlu lari ke gunung.. Sekarang daerah 3t dan gunung saja sdh bs ada internet karna starlink ini. Wahhhh antara seneng tapi takut jg...",5/23/2024 21:04,negative
@funasec,"Halo mau tanya, router nya starlink ini bisa di sambungkan ke router lain yang jangkauan nya lebih luas atau hub ?",5/23/2024 21:03,neutral
@fachryhusaini8137,Bisa,5/23/2024 21:05,neutral
@funasec,@@fachryhusaini8137 terima kasih info nya kk :),5/23/2024 21:10,neutral
@ericktan27,Bagus... Harusnya starlink menyasar menengah kebawah. Biar mampus semua operator dajjal di indonesia. Harga alat harus 2 juta. Bikin kecil aja sebesar kotak makan sudah plus routernya. Daya max 12v 2A Langganan 500rb. Mampus. Biar gak monopoly. Rakyat sdh sangat nasionalis tapi malah suka di mamfaatin sm BUMN. Cb fikir BUMN mana sih yg beres. GAK ADA.,5/23/2024 21:02,negative
@lutfiglico640,"Bang minta direview juga pas hujan dong, gmn koneksinya",5/23/2024 21:02,neutral
@DHYSALAM27,Cobain di in dor bng,5/23/2024 21:01,neutral
@anaksholeh3729,Semoga kalau udah ada di indo gk ada kasus baru pasang besok pagi hilang,5/23/2024 21:01,negative
@SafriadiLamba,"Saya bertugas di daerah 3T Kalimantan, disini cuman ada internet satelit BAKTI KOMINFO, kecepatan sangat terbatas tergantung cuaca dan jumlah pemakai juga. Saya mau tanya, 1. apakah paket stralink dibeli perbulan? atau harus langganan pertahun? 2. Berapa watt dan voll input cas unit dan cas ruter? karena disini listrik menggunakan plts yang terbatas? Mohon di balas",5/23/2024 21:01,neutral
@MuhammadRendyRenaldy.,Gila trending 1,5/23/2024 21:00,negative
@AZ.Komputer,Bisa di bawa ke Gunung.. Kendala di gunung bingung bawa Listrik nya om..,5/23/2024 21:00,neutral
@hwarakadah5963,Semoga bs dimanfaatkan pemerintah utk internet gratis pakai starlink buat para pelajar di pelosok yg belum memadai jaringan internetnya,5/23/2024 20:59,positive
@daf_3_,"Ini kan berbayar ,jadi cara kerjanya menyediakan internet seperti wifi kah atau gimana.?",5/23/2024 20:54,negative
@SetiaTriantoTech,"Mantap,,, teknologi Mas Elon Musk âœŒï¸",5/23/2024 20:51,positive
@YasArafah-hl2uf,Jikalau pak menteri gak korupsi BTS 4G ..sebanyak 8 Triluin.....lalu Duitnya 8 t untuk beli Starlink ðŸ˜‚ðŸ˜‚,5/23/2024 20:50,neutral
@YouthpikMedia,Ini yg gw tunggu ðŸ˜…,5/23/2024 20:47,neutral
@cgp6_mabdvanfaysa539,"trending, kenapa. dia bikin video diluar ruangan disaat yg lain bikin video di studio masing masing. selain akun dan sering trending juga",5/23/2024 20:47,neutral
@dinandwork3346,mantap mas nanang lebih vibes skrg ,5/23/2024 20:43,positive
@ndzwii,cocok ini buat papua,5/23/2024 20:42,positive
@aminfadly6568,"Dari jaman dulu udah ada,pake white elise itu",5/23/2024 20:40,neutral
@zackrye8535,"Dulu saya pernah ke pelosok terpencil yg gada sinyal sama sekali, mereka pakai parabola di rmhnya buat nangkep sinyal, trus sinyalnya di pakai pake buat bisnis wifi, dan murah lgi harga penyewaan wifinya gak seperti starlink",5/23/2024 20:39,positive
@user-gj8be1cg5n,Dan bersiaplah data2mu disadap sama amerikiðŸ˜Š,5/23/2024 20:38,neutral
@sihdhduenwjis6985,Jarak wifi terputus brp bang,5/23/2024 20:38,neutral
@yanggaandikaregawa4278,1,5/23/2024 20:33,positive
@tuanbesar,Perbulan sampai 750 - 1 jt ya mahal jg .. Monggo aja yg mampu..,5/23/2024 20:33,negative
@titikkoma1828,Pake extender bakal ke ban juga gak yah?,5/23/2024 20:32,neutral
@marzukizuki8195,Itu bisa buat berapa biji Hp ya bang?,5/23/2024 20:32,neutral
@srproject1790,Bagus ini buat pemerataan internet di plosokÂ² daerah,5/23/2024 20:30,neutral
@driman5281,"tamparan kencang untuk telkom, telkomsel dsb, semoga starlink menjadi faedah untuk kemajuan bangsa...yuk bisa yuk",5/23/2024 20:29,neutral
@victorrahman,kalo ketampar gini biasanya pemerintah turun tangan berulah wkwkwk,5/24/2024 22:47,negative
@hamdansyakirin2829,"â€‹@@victorrahmanbiasanya bakalan dikasih pajak gede, masuknya susah dan paling parah dilarang wkwkwk",5/24/2024 23:01,negative
@JoniGunawan,Mereka jga bisa.. Tapi anggaranya nnti terlalu kecil ga bisa buat bagiÂ².ðŸ˜‚ðŸ˜‚ðŸ˜‚,5/25/2024 0:40,negative
@wrchannel7861,â€‹@@victorrahmanyoi gak senneng ada yang maju,5/25/2024 1:05,negative
@Ok-nk1lg,gw kok kuatirnya dipersulit kedepannya minimal regulasi penjualan bla bla bla bla...,5/25/2024 1:50,negative
@watzuhidayat5466,Alatnya yg mahal bang,5/23/2024 20:28,negative
@kulkasfreezer4880,"Kalo hujan gimana makenya njir,kan gak boleh ada atap atau penghalang diatas",5/23/2024 20:28,negative
@bahariplus2772,5 G : gua kedepannya ngapain lagi dah,5/23/2024 20:27,negative
@jippyherysadjie7362,Serius mau nanya kalau dipasang di mobil atau bus pariwisata boleh apa tidak Mas David ?,5/23/2024 20:27,neutral
@MrBearMrsPanda,"""Starlink"" uhuyyy",5/23/2024 20:27,positive
@bulanindah798,"Sama kominfo, Starlink udh dinilai predatory pricing btw, siap siap dah ðŸ˜‚ðŸ˜‚",5/23/2024 20:24,neutral
@kios_slot1980,Elon pelopor,5/23/2024 20:16,positive
@ALIMUSLIH611,Gimana klo bikin bts sendiri seperti pak ONo w purbo,5/23/2024 20:15,neutral
@N90ItemATrick,Kemarin yang bilang satelit kagak ada diluar Sono mana orangnya debat sama gw... Maen keroyokan... Tapi b3go b3go... Minimal belajar dlu... Kalo masalah appollo bod0 amat tapi satelite roket udh sukses... Udh ada diluar sana...,5/23/2024 20:14,negative
@henzganz7277,Cocok buat TNI kita yg bertugas di pedalaman papua yang kesusah sinyal.,5/23/2024 20:13,positive
@arfanjarisnubaid930,Cobain di kampung halaman lu bangg,5/23/2024 20:12,positive
@bertolomeussupar9826,Cocok buat kita di pedalaman..terimah kasih elon,5/23/2024 20:10,positive
@anggagumilar4692,Ini sih tower BTS keliling wkwkwk kocak sih mantappp dari segi teknologi Jelek nya banyak yg menyalahgunakan nya,5/23/2024 20:09,negative
@rifkisuryaakbarudin3557,JosssdðŸ˜Š,5/23/2024 20:08,positive
@user-gg2cs2bm5z,starling pemain chelsea,5/23/2024 20:06,neutral
@hardiiannsyah7906,"Hayoo loh siap2 para pemain lama, Persaingan anda semakin ketat jangan berbelit di insfrastruktur internet yg mahal sementara keuntungan kalian juga sebenarnya besar.",5/23/2024 20:05,positive
@5filmspoiler,klo masih ngeyel brrti udah bosen hidup sih mereka ðŸ˜‚,5/25/2024 5:08,negative
@WansBorneo,"Mantap dah... Perusahaan VSAT panas dingin Starlink masuk indonesia, tau aja VSAT mahal dan instalasi yg ribet, blm lagi latency dan bandwith yg kecil",5/23/2024 20:02,negative
@user-vh3qc2lj1t,"Semoga bisa cepat masuk ke Papua Selatan sih, disini kasihan banyak kelompok masyarakat lokal yg tinggal di kampungnya kampung yg GSM aja gak ada apalagi internet, salut buat GadgetIn yg menambah motivasi kami warga Papua.",5/23/2024 20:00,positive
@abiyyurizki71,tinggal beli bg,5/24/2024 1:55,neutral
@robbywijaya9486,"enggak perlu nunggu pak, tinggal beli alatnya langsung bisa di gunakan di seluruh indonesia",5/24/2024 4:56,neutral
@user-eh6gs4lx3u,Di sana aman bang? Opm gmana masih buat rusuh gak,5/24/2024 6:20,negative
@Ade_Nufi_Prasetia,Sudah tersedia tinggal check out keranjang aja,5/24/2024 7:05,neutral
@fiszalohoiwutun9025,â€‹@@user-eh6gs4lx3u ini papua selatan brooo Papua yg paling aman untuk di tempat dan bisa di sebut juga indonesia mini,5/24/2024 20:14,neutral
@sius.de.l1562,Pusing ngebabat rt rw net...masuk dah starlink.. bakal head to head isp legal   rt rw net ilegal makin menjamur ðŸ¤£ðŸ¤£ ..,5/23/2024 19:59,negative
@turudek1362,main di becek2 bang,5/23/2024 19:57,negative
@imronhuda5834,Indihome ketar ketir hahaha,5/23/2024 19:55,negative
@Roni_Story20,Waw,5/23/2024 19:54,positive
@V_Projct,Banyakin internet gratis tiap kota pakai ini cocok,5/23/2024 19:54,positive
@LastVideo1108,Bang itu miya nya suka nyuri buf gak,5/23/2024 19:52,neutral
@Kenzepepzz,Kalo hujan es ditaruh di atap gmn tuh ðŸ˜‚,5/23/2024 19:52,neutral
@AyuKomang20-xk1oh,cool,5/23/2024 19:52,positive
@cheppysinggih5654,Kl gerak bisa nggak? Coba pasang di atas mobil... speed brp koneksinya terganggu?,5/23/2024 19:49,negative
@muhamadadryan3639,"Alatnya dikit kelemahan tapi kalau di indo, kayaknya baru pasang 1-2 Minggu di maling dah tu dari rumah",5/23/2024 19:48,negative
@bangjono3087,Yanjangan dipasang la. Cari tempat aman,5/23/2024 19:57,negative
@dimaspratamajaya,Tranding 2 bro,5/23/2024 19:45,neutral
@radensutikno2309,udah deh nih om elon makin kaya raya nih gila tagetmarketnya satu planet bumi baik kota maupun desa gila sih ini,5/23/2024 19:45,positive
@ronniegto2821,"Bang,kalau boleh cobain taruh di atap bis atau mobil yang bergerak 60-80km/jam, kira kira masih ok gak internet nya, Semangat terus...",5/23/2024 19:45,positive
@fachriansyah1641,penasaran apa kata FElers ðŸ˜‚,5/23/2024 19:41,neutral
@rangermerah2425,"Alhamdulillah, dri dlu di cuekin sm indihome, mau pasang aja bnyk bgt alesan,,, skrg bkalan mencret ni indihome, mampus",5/23/2024 19:41,negative
@ridwanriddd9861,"Maaf bang david, tempat seperti masih ada sinyalnya... Coba starlink nya di puncak gunung, sekalian muncak... Itu jauh lebih bisa diuji starlink nya... Hanya saran bang.. terimakasih",5/23/2024 19:39,neutral
@AlfioMatcha,Satelit Satria 01 harga 8T kemana ya ? Awoqwoqwoq,5/23/2024 19:34,neutral
@rahmatkurniawan2449,"Kedepannya bisa jadi starlink membuat hp sendiri yang berisikan aplikasinya sendiri. Keren idenya. Dari satelit, hp  aplikasi terintegrasi punya elon sendiri.ðŸ˜",5/23/2024 19:34,positive
@alkoholikgoks8239,"Sih merah mulai tersaingi, di komplain jawaban nya cuman reset ulang aja modemnya ðŸ˜…",5/23/2024 19:31,negative
@tonirizkina7425,Kok ga ada logo bea cukainya bang?ðŸ˜‚,5/23/2024 19:28,negative
@Ramadhan-fc7zv,Bang untuk adaptor ethernet nya beli di mana ya? Di web starlink saya cek gak ada.,5/23/2024 19:25,neutral
@bomberman5424,Ini cuma sekali byr buat byr alat aja kah? Atau tetap byr bulanan gtu ya?,5/23/2024 19:24,negative
@derudebu01,kelemahannya = kalau dicuri karena harganya mahal dan ditempatkan di luar ruangan,5/23/2024 19:23,negative
@firdidf8830,Ini pemyelamat dari koruptor bts ðŸ˜…ðŸ˜…,5/23/2024 19:20,negative
@Hendri_febrian,Aman kah bang dari petir?,5/23/2024 19:15,positive
@rahmattoss,Ngakak pas bang David live IG..ðŸ˜‚ðŸ˜‚ðŸ˜‚ followers langsung garcep,5/23/2024 19:12,negative
@BatamPalembang-po7lu,Teknologi semakin berkembangðŸ˜Š,5/23/2024 19:11,positive
@timnasindonesia2045,bahaya ga mas?,5/23/2024 19:00,negative
@loppatvchannel1020,Kelemahannya kalo dibawa ke hutan terus nyari colokan listriknya dimana,5/23/2024 18:54,neutral
@riojunior688,harus nya bisa simpan tenaga matahari sih,5/23/2024 18:54,negative
@gunanta6777,â¤INDIHOME HAYOOO SENTUH RAKYAT SIAPI YG MURAH2 TERJANGKAU....,5/23/2024 18:54,positive
@ShidqiyyahShitaWildani,"Gegara starlink, internet yg lain jadi lemot. Awokawokawok",5/23/2024 18:53,negative
@gunanta6777,PETANI SEPERTI KAMI 750 PER BULAN TUK BELI BERAS SAJA BROOO,5/23/2024 18:52,neutral
@gunanta6777,INI MANTAP UNTUK YG MAMPU2.....TAPI MAMPUS UNTUK KITA YG TIDAK PUNYA DUIT...KARENA MAHAL BROOOOO,5/23/2024 18:50,negative
@user-zm6fn6km1i,ohhh jadi inet saat ini pake kabel (BTS).... kirain beneran satelit...(upzz yang paham2 aja deh ),5/23/2024 18:42,negative
@buditrianto4086,Kerjanya kasar....hancur barangÂ² ðŸ˜‚,5/23/2024 18:42,negative
@rizkifadilah3806,teknologi ini tidak cocok untuk penganut bumi datar,5/23/2024 18:32,negative
@user-pv2bq9ie6u,Cocok buat orang yang kerjanya pindah pindah kota,5/23/2024 18:31,positive
@user-pv2bq9ie6u,Aman dari petirkan bang ?ðŸ˜‚,5/23/2024 18:26,positive
@haerulakbar7527,klo buat komplek perumahan yg minim ekonomi.. bisa lah patungan 5 sampai 10 rumah biar akses internet murah meriah gotong royong.. klo buat individu 700rban/bulan berat juga sih..,5/23/2024 18:23,negative
@goblo99,Ea bnar. .klo 80 RB/orang GX trlalu mahal. Minimal 10 org...,5/24/2024 22:58,positive
@ahmadsukron1913,Jangan lupa iuran beli router dan adapternya,5/25/2024 0:22,neutral
@rickyneilkarsten6138,â€‹@@goblo99ati2 tar pada lomba download trs ngelag bisa baku hantam.. Hahahaga,5/25/2024 1:03,negative
@BurhanuddinYahya-rl7bk,emng bisa di rt/rw net? bukannya rawan kebanned sama starlink,5/25/2024 7:06,negative
@ahmadyani2390,"Gak bisa sih bang, ke detect dia ðŸ˜‚",5/25/2024 7:15,negative
@hazdn,"kemenangan bagi pengusaha rt/rw net, nangid indohome g laku. anggap aj dapat kecepatan 200mb kemudian dibagi 20 orang Ã—150rb tiap orang dapat 3jt. harga bisa dinaikkan tergantung kesulitan internet",5/23/2024 18:19,neutral
@cuxhorse3191,"Indihome ketar ketir, bayarnya mahal, internet masih ngadat, sering troble ðŸ˜…, telat bayar d denda, giliran troble ga ada diskon ðŸ”¥ðŸ”¥ðŸ”¥",5/23/2024 18:18,negative
@rudigunawan5784,"Gimana kabar Menkominfo "" internet cepat buat apa ?? "" ðŸ¤£ðŸ¤£ðŸ¤£ðŸ˜‚ðŸ˜…",5/23/2024 18:12,negative
@pww4293,"Kayaknya di video ini kurang penekanan edukasi bahwa Starlink ini bukan barang substitusi bisa menggantikan seluruh inet yang ada di bumi ini. Banyak yang mengira ini solusi untuk mengurangi keruwetan fiber dan bisa menghilangkan fiber di jalanan. Padahal internet itu perlu kapasitas bandwidth besar ribuan puluhan ribu Terabit per detik jadi kalau semua ditopang hanya dengan udara dan satelit ya gak kuat satelitnya. Inet kabel fiber itu tetap menjadi jalur utama, buat jalur ke rumah ataupun jalur antara kota antara benua (kabel fiber bawah laut). Latency nya juga kecil jadi gak ngelag kalau online gaming. Masangnya juga lebih murah gak perlu buat roket luncurkan satelit. Cuman memang PR kesmrawutan fiber ini perlu dibenahi. Kabel semrawut ya karena di Indonesia hampir tidak pernah ada regulasi perda tiang utilitas bersama yang terjangkau jadi semua ISP mau gak mau pasang tiang sendiri untuk menekan harga. Kalau ISP mau sewa tiang PLN mereka disuruh bayar sewa mahal dan PLN pun punya ISP (Iconplus) mereka sendiri jadi gak mau tersaingi.",5/23/2024 18:09,negative
@Lzuikaku,sayang mahal,5/23/2024 18:05,positive
@Morgan27773,khusus org kaya :),5/23/2024 18:08,negative
@Gritzz11,Emng luar biasa elon musk,5/23/2024 17:55,positive
@gpiofficialid,Mantap bang,5/23/2024 17:53,positive
@user-wg2hs8cu1j,beli 1x make seumur hidup ( selama gak rusak ),5/23/2024 17:45,neutral
@arhgamers39,Klau kenak air gmn ya,5/23/2024 17:40,neutral
@gemparcoyy,10:58 ðŸ˜‚,5/23/2024 17:27,neutral
@joki_3364,"... selama ada alat ini, selama ada langit dan selama bayar iuran bulanan.",5/23/2024 17:26,neutral
@jenengkuapiksaiki4582,Wah ancaman buat para bos jaringan seluler nih ... ðŸ˜‚,5/23/2024 16:40,negative
@bin8019,yah sama aja ga bisa dipake di manapun kalo ga ada listrik. harusnya si sumber listriknya itu panel surya biar bisa dipake di manapun.,5/23/2024 16:33,negative
@gilangramadhan-x007,Kalau hujan bagaimana ya apakah lancar?,5/23/2024 16:33,negative
@Memburu_HartaKarun_PasarModal,yg hidup di desa makin enak nih... dpt Dana Desa Rp1 Miliar... pak Kades nya bisa invest beliin paket StarLink yg jd RTRWNet legal via ISP lokal..... Rp65jt udah pada bisa jualan voucher buar warganya bikin BUMD Desa..... trus warganya tinggal uprade skill... pada blajar saham....blajar cryto dah.... blajar jd tiktokers sambil rebahan di sawah... rebahan sambil.ngangon kambing... pada bisa cari cuan online dari genggaman tangan....ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰ slamat buat mereka mereka yg dapat dana desa.... bisa hidup di puncak gunung ...ngangon kambing sambil rebahan bersama StarLink....ðŸ˜Š Dari Abu Said berkata: Rasulullah SAW bersabda: â€œHampir saja harta muslim yang terbaik adalah kambing yang digembala di puncak gunung dan tempat jatuhnya hujan. Dengan membawa agamanya dia lari dari beberapa fitnah (kemungkaran atau peperangan sesama muslim).â€ (H.R. Bukhari),5/23/2024 16:29,negative
@nanangfendi59,Cocok untuk ditaruh di gunung ditaruh di setiap pos hingga memudahkan dalam meminya bantuan apabila ada emergency,5/23/2024 16:22,positive
@mirzadamu2318,ntar juga dipajakin negara wkwkwkwkw,5/23/2024 16:12,negative
@ZaendIphone,"Bang coba di Tes di kondisi Cuaca mendung banget dan Pas Hujan deras, sinyalnya bakal ngedown ga tu ?ðŸ¤”ðŸ¤”",5/23/2024 16:12,negative
@YogaPratama-vj4ip,"300MB sebenarnya B aja di luar negeri, tapi di indo itu luar biasa, itu berarti membuktikan betapa bapuknya internet di indo hahaha",5/23/2024 16:11,positive
@rinadyah2112,"Smoga saudara"" kita d daerah timur dpt mnikmatinya juga ðŸ«¶ðŸ¼",5/23/2024 16:07,positive
@irfanjava,Harusnya starlink hanya dapat ijin sekian tahun saja di indonesia. Selebihnya biar milik kita telkomsel menggarapnya seperti starlink..,5/23/2024 16:04,negative
@exel99999,"Bisa, tapi syaratnya mungkin: 1.invest ratusan satelit LEO dulu untk mengcover, terutama area yg blankspot sinyal gsm. 2.Bikin teknologi dish/parabola kayak starlink.",5/23/2024 20:11,neutral
@Padanggurun-gq4em,Pertanyaan nya berarti hp gak perlu pakai kartu SIM lagi kah? Kalau hubungi teman pakai wa gimana harus gunakan kartu sim!!,5/23/2024 15:56,neutral
@anggabocil9813,Saham telkomsel  indihome otw rugpull,5/23/2024 15:55,neutral
@CreativeCloud_Official,cocok buat di tempatku di desa kalimantan yang gaada signal,5/23/2024 15:49,positive
@kepo4jg,"Review yang tertinggal, jarak jangkau sinyal dari router dengan perangkat seperti HP seberapa jauh?",5/23/2024 15:47,negative
@alaziz1622,"1 tahun lagi, sudah ada versi kw 2 nya dan itu murah percayalah",5/23/2024 15:35,positive
@ajolajolan3046,sip,5/23/2024 15:29,positive
@xeesobeen,"next coba dihalangin pake benda benda tipis bang diatas nya, kaya kain, kertas, sama daun pisang",5/23/2024 15:29,neutral
@ramzanakhmadovichkadyrov8883,"Wah kampung saya di sebutin WAKATOBI, main lagi bang ke wakatobi dan coba starlingnya di laut wakatobi ðŸ˜…",5/23/2024 15:22,neutral
@ramzanakhmadovichkadyrov8883,Bang untuk metode pembayarannya itu gimana bang ? Paket termurahnya itu berapa ya sebulannya dan kecepatannya berapa ?,5/23/2024 15:18,neutral
@gilangario24,satelit nabrak meteor ribet pasti,5/23/2024 15:13,negative
@rivonrivano26,"Yups, gua udah pesan karna gua suka. Semoga aja sesuai dengan ekspektasi ðŸ«¡",5/23/2024 15:13,positive
@leolitgames,semoga dengan adanya starlink telkomsel ga gampang monopoly kualitas dan harga,5/23/2024 15:06,positive
@rusdigunawan2455,Indihome ketar ketir ini hahaha,5/23/2024 15:05,negative
@Ggk-iq1yb,Iyah cuman sesimal.. Itut. Tapi.. Di balik sesimpal ituh pasti ada.. Kerumitannya nanti kita lihat 1 thn ke depan ðŸ‘ðŸ‘ðŸ‘,5/23/2024 15:03,negative
@DHN252,"Udah copot aja itu tower telkomsel gede ga guna sinyal tetap lelet bikin gede"" ngabisin tmpat doang",5/23/2024 15:02,negative
@user-id5lx8qj2l,"Padahal flat earth pernah bilang kecanggihan militer dapat jaringan adalah dari langit, namanya WHITE ALICEðŸ˜‚ðŸ˜‚ðŸ˜‚",5/23/2024 14:57,neutral
@WhoAmI-wr3xm,KOMUNITAS FLAT EARTH BAKALAN TERPONGKENG NGELIHAT INI. GA TAU MAU CARI ALASAN APA LAGI UNTUK MENYANGKAL ADANYA SATELIT ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,5/23/2024 14:57,negative
@-Dirly-,"Alasan mereka starlink pake droneðŸ˜‚ kan kocak, pas pake satelit alasan mereka ""mana satelit kok gak keliatan di langit?"" Nah kalau alasan mereka starlink pake drone, kita pake argumen mereka juga, ""kalau beneran cuma drone, mana? kok gk keliatan di langit?""ðŸ˜‚",5/24/2024 3:09,negative
@dandanggulo77,Buat warkop kena banned bang?,5/23/2024 14:51,negative
@sutolegowo,Jangkauan gadget radius berapa meter maksimal dari titik antenna ?,5/23/2024 14:49,neutral
@mashusenn,"ancaman buat operator lokal, inovasi buat seluruh duniaðŸ˜®",5/23/2024 14:48,neutral
@BoboiboyTeman,Keren bang,5/23/2024 14:43,positive
@salpendi472,Satu starlink kira2 bsa dpkai buat brpa hp ya..ada yg bsa jwab,5/23/2024 14:43,neutral
@mobilhafizh,Gw kerja di kapal. Dan perusahaan kapal gw dari dulu pake starlink buat jaringan internetnya. Alhamdulillah nya jaringan dikasih gratis. Jadi mau di bagian laut manapun insya Allah ada jaringan internet. Selalu ada manfaat positif dari berkembangnya teknologi,5/23/2024 14:42,positive
@TricksOfYulio,Tapi internet di kapal katanya mahal bgt ya? Katanya Vincent salam satu jangkar,5/25/2024 2:06,negative
@246mamanarya7,@@TricksOfYulio mahal sebelum ada starlink kalo si vincent kan di kapal pesiar jadi wajar aja mahal banget karna cuan,5/25/2024 3:27,negative
@najibmbs5020,"Mau tanya nih, kalo yg abang starlink nya yg harganya berapa? Saya mau recomend nin je kakak gua",5/25/2024 4:05,neutral
@mobilhafizh,"@@246mamanarya7 btw, gw juga di kapal pesiar ngab. Kaya vincent. Cuma perusahaan gw yg sekarang ngasih internet gratis. Gw juga pernah kerja di perusahaan yang bayar, sejam 4 dollar. Itu dulu. Sekarang kalo perusahaan ga berani ngasih gratis mereka perlah",5/25/2024 4:51,negative
@mobilhafizh,"@@najibmbs5020 gatau bang, kan ini di tempat kerja",5/25/2024 4:52,neutral
@NurMaidah-zu2cd,á´„á´á´„á´á´‹ É´Éª Ê™á´œá´€á´› á´…ÉªÊ€á´á´€Êœ,5/23/2024 14:32,neutral
@muktarzulfandi7752,Indihome dan sejenisnya ketar ketir lah ðŸ˜…,5/23/2024 14:31,negative
@ultramencemen8754,Semoga telkomsel bisa lebih murah merakyat harganya atau bangkrut tersaingi starlink,5/23/2024 14:28,positive
@agungwibowo3531,"Bjir, barusan gw cek ubiqu untuk kecepatan 10mbps harganya 3jt per bulan cok, ya kali udah mahal tapi lemot, ya mending starlink sih",5/23/2024 14:20,negative
@agungwibowo3531,"Ya 14:46 karena beda orbit sih jadi agak kurang fair kalau ngebandingin, tapi gapeduli sih wkwk penting kan kita dapat internet cepat tapi murahðŸ˜‚",5/23/2024 14:23,positive
@virgotekcomputer,Gak ada yang boikat boikot Israel di sini kan? soalny Elon Musk pendukung Israel.,5/23/2024 14:17,negative
@alfaridzy,"Tower tower komunikasi bisa di lelang kedepannya karena gak kepake, mana udah di korupsi juga lagi wkwkwkw",5/23/2024 14:16,negative
@antasena4251,"kabel kabel yang dipasang buat apa dan tiang"" tinggi... kalah saing nih yang pakai kabel",5/23/2024 14:07,negative
@UmarAkbar02,"mau ngajakin bang david nyobain starlink di atas gunung gede-pangrango, saya siap jadi porter buat bawa barang2nyaðŸ˜‚",5/23/2024 14:05,neutral
@Anak_bungsu-,Ini tuh kaya wifi kak? Maaf nanya jadi gak usah beli lagi kuota atau bayar wifi kalau beli itu?,5/23/2024 14:03,negative
@KevinHandy,dicolong maling gg dah wkwkwk,5/23/2024 14:01,negative
@AposixAction,EV Car   Starlink = Best Combo,5/23/2024 14:00,neutral
@sobrianto96,Jangkauan berapa meter,5/23/2024 13:54,neutral
@anggunsunari3854,Menarik banget,5/23/2024 13:49,positive
@cutechize9905,"PAS LAGI PERANG LAWAN MAMARIKA , KONEKSI DI OFF KAN KONOHA AUTO TERR PLONGA-PLONGO",5/23/2024 13:45,neutral
@narendraajipamasa2627,"Artinya elon tu punya satelit diatas teritori negara kita gak sih, gitu gak logikanya?",5/23/2024 13:41,negative
@AbaAba-ee2ry,Pesannya di mana bang ??,5/23/2024 13:41,negative
@guwnjourney,"Belinya nanti kalau antenanya sebesar kertas A5, biar masuk ransel ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",5/23/2024 13:41,neutral
@amiennufah8636,Starlink sangat membantu,5/23/2024 13:39,positive
@Areyouinterested770,Ayo rame2 beli starlink tinggalin yng lain apalagi bagi para koruptorðŸ¤£ðŸ¤£ðŸ¤£,5/23/2024 13:38,neutral
@43arifkurniawan6,"Coba di transmiter nya dikasih hambatan diatasnya, dari berbagai material dan berbagai ketebalan. Apakah berpengaruh besar ?",5/23/2024 13:37,neutral
@hendradinata7476,Bener bgt saat stat link ini resmi di Indonesia pikiran pertama ku ya pasti keluarga kalawaet pasti seneng,5/23/2024 13:37,positive
@agungwidhi9583,"Project pembangunan menara/tower yang Triliunan itu, menangis liat barang ini.. ðŸ˜‚",5/23/2024 13:35,negative
@Areyouinterested770,Elon musk ðŸ‡ºðŸ‡¸ðŸ’ªðŸ¤²ðŸ¤£ðŸ‘ðŸ”¯ðŸ‡®ðŸ‡± trus klu merk china ðŸ¤£ðŸ¤­ðŸ˜´,5/23/2024 13:34,neutral
@ronggurhartanto7610,Panas pit. Item nanti,5/23/2024 13:32,negative
@Hilmanpanjifirdaus,"Barusan nonton video yang bilang kalau siklus air/hujan itu akal-akalan agar menjauhkan orang-orang dari Tuhan. Sekarang nonton Starlink yang ""menurunkan berkah"" internet langsung dari langit. Kontras banget ya.",5/23/2024 13:32,negative
@Suki666.,Serius nanya itu kalo di taro di balkon rumah misalnya ujan gimana dah? Terus kalo di taro di dalem rumah apa sinyal nya masuk?,5/23/2024 13:31,negative
@jotemaggots6475,"Wkwk biar pada mikir provider sampah,tiap bulan gangguan...mendung sinyal busuk",5/23/2024 13:31,negative
@rudibastian9954,sebelum kesini udah duluan ke nanang..,5/23/2024 13:30,neutral
@diankristyy6284,"Please jangan beli barang ini. Perusahaan jaringan di indonesia sudah pada WASWAS akan bisnis mereka. Mereka terancam karna masuknya produk ini, please kita anak lokal jangan sampai produk lokal justru dihajar sama profuk luar",5/23/2024 13:29,negative
@maxwork13,Data internet mau dibeli ? free ?,5/23/2024 13:27,neutral
